Time [s],Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm],CO [l/min],CI [l/min/m^2],SV [ml],SI [ml/m^2],SVR [dyn*s/cm^5],SVRI [dyn*s*m^2/cm^5],PPV [%],SVV [%],NBP Sys [mmHg],NBP Dia [mmHg],Event,CO cal [l/min],Height Offset [cm],CVP [mmHg]
1286.54,110,83,57,67,8,4.5,109,61,721,1292,16,17,,,,,,
1287.34,108,81,56,75,8,4.5,109,61,721,1292,16,17,,,,,,
1288.11,109,81,59,78,8,4.5,109,61,721,1292,16,17,,,,,,
1288.85,109,83,58,82,8,4.5,109,61,721,1292,16,17,,,,,,
1289.63,109,82,56,76,8,4.5,109,61,721,1292,16,17,,,,,,
1290.51,109,80,52,68,7.8,4.3,110,62,744,1333,16,17,,,,,,
1291.42,107,77,49,67,7.8,4.3,110,62,744,1333,16,17,,,,,,
1292.28,107,77,51,70,7.8,4.3,110,62,744,1333,16,17,,,,,,
1293.17,109,77,50,67,7.8,4.3,110,62,744,1333,16,17,,,,,,
1294.08,105,76,49,65,7.8,4.3,110,62,744,1333,16,17,,,,,,
1295,106,76,50,65,7.8,4.3,110,62,744,1333,16,17,,,,,,
1295.85,104,75,50,71,7.8,4.3,110,62,744,1333,16,17,,,,,,
1296.71,106,77,51,69,7.8,4.3,110,62,744,1333,16,17,,,Optimize Signal Quality,,,
1297.62,106,77,51,69,7.8,4.3,110,62,744,1333,16,17,,,,,,
1298.52,106,77,51,67,7.8,4.3,110,62,744,1333,16,17,,,,,,
1299.42,106,77,51,67,7.8,4.3,110,62,744,1333,16,17,,,,,,
1300.38,106,77,51,62,7.8,4.3,110,62,744,1333,16,17,,,,,,
1301.31,106,77,51,65,7.8,4.3,110,62,744,1333,16,17,,,,,,
1302.19,106,77,51,68,7.8,4.3,110,62,744,1333,16,17,,,,,,
1303.08,114,94,46,69,7.8,4.3,110,62,744,1333,16,17,,,,,,
1303.97,116,77,53,69,7.8,4.3,110,62,744,1333,16,17,,,,,,
1304.83,111,78,55,69,7.8,4.3,110,62,744,1333,16,17,,,,,,
1305.64,112,80,55,75,7.8,4.3,110,62,744,1333,16,17,,,,,,
1306.48,111,82,54,71,7.8,4.3,110,62,744,1333,16,17,,,,,,
1307.34,115,85,59,69,7.8,4.3,110,62,744,1333,16,17,,,,,,
1308.18,116,89,63,72,7.8,4.3,110,62,744,1333,16,17,,,,,,
1309.01,120,90,62,71,7.8,4.3,110,62,744,1333,12,17,,,,,,
1309.91,118,88,59,67,7.8,4.3,110,62,744,1333,12,17,,,,,,
1310.83,117,84,57,66,8,4.5,116,65,736,1319,12,17,,,,,,
1311.69,113,82,59,69,8,4.5,116,65,736,1319,12,17,,,,,,
1312.55,115,81,54,70,8,4.5,116,65,736,1319,12,17,,,,,,
1313.45,112,80,53,67,8,4.5,116,65,736,1319,12,24,,,,,,
1314.35,115,81,57,67,8,4.5,116,65,736,1319,12,24,,,,,,
1315.18,115,84,59,71,8,4.5,116,65,736,1319,12,24,,,,,,
1316.05,116,86,59,70,8,4.5,116,65,736,1319,12,24,,,,,,
1316.97,116,86,58,67,8,4.5,116,65,736,1319,12,24,,,,,,
1317.82,113,84,58,68,8,4.5,116,65,736,1319,12,24,,,,,,
1318.7,112,84,59,70,8,4.5,116,65,736,1319,12,24,,,,,,
1319.58,112,84,56,68,8,4.5,116,65,736,1319,12,24,,,,,,
1320.5,109,81,53,66,8,4.5,116,65,736,1319,12,24,,,,,,
1321.37,110,82,57,68,8,4.5,116,65,736,1319,12,24,,,,,,
1322.21,110,81,55,71,8,4.5,116,65,736,1319,12,24,,,,,,
1323.11,108,79,51,67,8,4.5,116,65,736,1319,12,24,,,,,,
1323.98,110,80,54,69,8,4.5,116,65,736,1319,12,24,,,,,,
1324.79,111,82,58,73,8,4.5,116,65,736,1319,12,24,,,,,,
1325.6,113,83,56,74,8,4.5,116,65,736,1319,8,24,,,,,,
1326.44,110,84,56,72,8,4.5,116,65,736,1319,8,24,,,,,,
1327.27,115,87,61,71,8,4.5,116,65,736,1319,8,24,,,,,,
1328.08,112,85,59,73,8,4.5,116,65,736,1319,8,24,,,,,,
1328.93,111,84,57,70,8,4.5,116,65,736,1319,8,24,,,,,,
1329.8,111,83,59,70,8,4.5,116,65,736,1319,8,24,,,,,,
1330.63,111,82,56,72,8,4.5,116,65,736,1319,6,24,,,,,,
1331.52,111,81,53,69,7.8,4.4,112,63,770,1379,6,20,,,,,,
1332.32,111,83,57,74,7.8,4.4,112,63,770,1379,6,20,,,,,,
1333.08,113,84,59,80,7.8,4.4,112,63,770,1379,6,20,,,,,,
1333.8,110,82,60,81,7.8,4.4,112,63,770,1379,6,20,,,,,,
1334.54,111,83,58,81,7.8,4.4,112,63,770,1379,6,20,,,,,,
1335.33,112,82,56,77,7.8,4.4,112,63,770,1379,6,20,,,,,,
1336.19,112,79,52,70,7.8,4.4,112,63,770,1379,6,20,,,,,,
1337.06,112,76,52,68,7.8,4.4,112,63,770,1379,6,20,,,,,,
1337.87,108,74,53,74,7.8,4.4,112,63,770,1379,6,20,,,,,,
1338.58,105,72,53,84,7.8,4.4,112,63,770,1379,6,20,,,Optimize Signal Quality,,,
1339.23,105,72,53,84,7.8,4.4,112,63,770,1379,6,20,,,,,,
1339.91,105,72,53,88,7.8,4.4,112,63,770,1379,6,20,,,,,,
1340.59,105,72,53,88,7.8,4.4,112,63,770,1379,6,20,,,,,,
1341.38,105,72,53,76,7.8,4.4,112,63,770,1379,6,20,,,,,,
1342.23,105,72,53,71,7.8,4.4,112,63,770,1379,6,20,,,,,,
1343.07,105,72,53,71,7.8,4.4,112,63,770,1379,6,20,,,,,,
1343.87,117,93,42,84,7.8,4.4,112,63,770,1379,6,20,,,,,,
1344.65,117,74,54,84,7.8,4.4,112,63,770,1379,6,20,,,,,,
1345.42,120,80,59,77,7.8,4.4,112,63,770,1379,6,20,,,,,,
1346.22,120,82,60,77,7.8,4.4,112,63,770,1379,6,20,,,,,,
1347.04,115,81,58,74,7.8,4.4,112,63,770,1379,6,20,,,,,,
1347.89,110,79,54,71,7.8,4.4,112,63,770,1379,6,20,,,,,,
1348.7,112,80,58,72,7.8,4.4,112,63,770,1379,6,20,,,,,,
1349.53,112,80,56,72,7.8,4.4,112,63,770,1379,6,20,,,,,,
1350.42,110,80,54,70,7.8,4.4,112,63,770,1379,6,20,,,,,,
1351.3,113,80,54,67,7.8,4.4,112,63,770,1379,6,20,,,,,,
1352.21,111,78,53,66,8.2,4.6,113,63,712,1275,6,20,,,,,,
1353.12,108,76,50,65,8.2,4.6,113,63,712,1275,6,20,,,,,,
1354.05,109,76,50,65,8.2,4.6,113,63,712,1275,6,22,,,,,,
1354.95,111,77,53,66,8.2,4.6,113,63,712,1275,6,22,,,,,,
1355.84,109,77,51,67,8.2,4.6,113,63,712,1275,6,22,,,,,,
1356.69,111,80,56,70,8.2,4.6,113,63,712,1275,6,22,,,,,,
1357.5,114,86,61,75,8.2,4.6,113,63,712,1275,6,22,,,,,,
1358.32,117,89,62,74,8.2,4.6,113,63,712,1275,10,22,,,,,,
1359.17,120,93,65,71,8.2,4.6,113,63,712,1275,10,22,,,,,,
1360.02,121,93,67,69,8.2,4.6,113,63,712,1275,10,22,,,,,,
1360.9,118,90,63,69,8.2,4.6,113,63,712,1275,10,22,,,,,,
1361.79,116,90,62,68,8.2,4.6,113,63,712,1275,10,22,,,,,,
1362.66,118,90,65,69,8.2,4.6,113,63,712,1275,10,22,,,,,,
1363.52,114,86,60,70,8.2,4.6,113,63,712,1275,10,22,,,,,,
1364.4,113,86,59,68,8.2,4.6,113,63,712,1275,10,15,,,,,,
1365.26,115,88,63,70,8.2,4.6,113,63,712,1275,10,15,,,,,,
1366.12,117,86,58,69,8.2,4.6,113,63,712,1275,10,15,,,,,,
1367.02,114,85,57,67,8.2,4.6,113,63,712,1275,10,15,,,,,,
1367.88,115,88,63,71,8.2,4.6,113,63,712,1275,10,15,,,,,,
1368.71,115,86,60,71,8.2,4.6,113,63,712,1275,7,15,,,,,,
1369.59,113,87,60,69,8.2,4.6,113,63,712,1275,7,15,,,,,,
1370.43,117,89,65,71,8.2,4.6,113,63,712,1275,7,15,,,,,,
1371.3,119,88,61,69,8.2,4.6,113,63,712,1275,7,15,,,,,,
1372.19,113,86,59,67,8.2,4.6,113,63,712,1275,7,14,,,,,,
1373.08,114,87,61,69,7.3,4.1,106,59,860,1540,7,14,,,,,,
1373.96,116,85,58,67,7.3,4.1,106,59,860,1540,7,14,,,,,,
1374.81,115,85,61,70,7.3,4.1,106,59,860,1540,7,14,,,,,,
1375.63,118,88,62,73,7.3,4.1,106,59,860,1540,7,14,,,,,,
1376.46,117,90,63,71,7.3,4.1,106,59,860,1540,7,14,,,,,,
1377.31,121,95,69,72,7.3,4.1,106,59,860,1540,7,14,,,,,,
1378.16,122,95,68,71,7.3,4.1,106,59,860,1540,6,14,,,,,,
1379.04,120,92,65,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1379.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1379.9,120,92,65,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1380.77,120,92,65,69,7.3,4.1,106,59,860,1540,6,10,,,,,,
1381.67,120,92,65,67,7.3,4.1,106,59,860,1540,6,10,,,,,,
1382.54,120,92,65,69,7.3,4.1,106,59,860,1540,6,10,,,,,,
1383.42,120,92,65,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1384.27,120,92,65,71,7.3,4.1,106,59,860,1540,6,10,,,,,,
1385.08,135,102,67,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1385.91,135,96,71,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1386.71,132,96,73,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1387.55,132,95,70,71,7.3,4.1,106,59,860,1540,6,10,,,,,,
1388.44,131,95,68,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1389.29,130,95,69,70,7.3,4.1,106,59,860,1540,6,10,,,,,,
1390.18,131,95,68,68,7.3,4.1,106,59,860,1540,6,10,,,,,,
1391.11,127,92,65,65,7.3,4.1,106,59,860,1540,6,10,,,,,,
1392.01,128,90,65,67,7.3,4.1,106,59,860,1540,6,10,,,,,,
1392.92,127,88,61,66,7.3,4.1,106,59,860,1540,6,10,,,,,,
1393.83,126,87,63,66,7.2,4.1,106,59,922,1652,6,10,,,,,,
1394.69,127,88,64,70,7.2,4.1,106,59,922,1652,6,10,,,,,,
1395.54,127,90,65,70,7.2,4.1,106,59,922,1652,6,11,,,,,,
1396.38,131,94,70,72,7.2,4.1,106,59,922,1652,6,11,,,,,,
1397.17,133,97,72,76,7.2,4.1,106,59,922,1652,6,11,,,,,,
1398.01,131,98,69,72,7.2,4.1,106,59,922,1652,6,11,,,,,,
1398.87,134,100,72,69,7.2,4.1,106,59,922,1652,6,11,,,,,,
1399.74,133,97,70,69,7.2,4.1,106,59,922,1652,6,11,,,,,,
1400.64,129,94,67,67,7.2,4.1,106,59,922,1652,6,11,,,,,,
1401.55,128,94,68,66,7.2,4.1,106,59,922,1652,6,11,,,,,,
1402.45,126,90,64,67,7.2,4.1,106,59,922,1652,6,11,,,,,,
1403.36,125,89,62,65,7.2,4.1,106,59,922,1652,6,12,,,,,,
1404.26,128,92,67,67,7.2,4.1,106,59,922,1652,6,12,,,,,,
1405.15,127,92,65,68,7.2,4.1,106,59,922,1652,6,12,,,,,,
1406.02,127,91,64,67,7.2,4.1,106,59,922,1652,6,12,,,,,,
1406.89,130,94,69,69,7.2,4.1,106,59,922,1652,6,12,,,,,,
1407.8,130,93,66,67,7.2,4.1,106,59,922,1652,6,12,,,,,,
1408.68,126,92,67,67,7.2,4.1,106,59,922,1652,6,12,,,,,,
1409.55,130,92,66,69,7.2,4.1,106,59,922,1652,6,12,,,,,,
1410.45,128,93,66,67,7.2,4.1,106,59,922,1652,6,13,,,,,,
1411.33,129,94,69,69,7.2,4.1,106,59,922,1652,6,13,,,,,,
1412.22,131,93,67,67,7.2,4.1,106,59,922,1652,6,13,,,,,,
1413.1,127,91,65,68,7.2,4.1,106,59,922,1652,6,13,,,,,,
1413.94,130,94,70,72,7.1,4,104,58,964,1727,6,13,,,,,,
1414.79,131,97,70,71,7.1,4,104,58,964,1727,6,13,,,,,,
1415.65,132,98,71,69,7.1,4,104,58,964,1727,6,13,,,,,,
1416.47,137,102,77,72,7.1,4,104,58,964,1727,6,13,,,,,,
1417.31,134,101,74,73,7.1,4,104,58,964,1727,6,13,,,,,,
1418.14,132,99,71,71,7.1,4,104,58,964,1727,6,13,,,,,,
1418.95,134,100,74,74,7.1,4,104,58,964,1727,6,13,,,,,,
1419.79,134,97,72,73,7.1,4,104,58,964,1727,6,13,,,,,,
1420.69,132,94,67,67,7.1,4,104,58,964,1727,6,13,,,,,,
1420.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1421.64,132,94,67,67,7.1,4,104,58,964,1727,6,13,,,,,,
1422.53,132,94,67,67,7.1,4,104,58,964,1727,6,13,,,,,,
1423.39,132,94,67,70,7.1,4,104,58,964,1727,6,13,,,,,,
1424.27,132,94,67,68,7.1,4,104,58,964,1727,6,13,,,,,,
1425.14,132,94,67,69,7.1,4,104,58,964,1727,6,13,,,,,,
1425.97,132,94,67,72,7.1,4,104,58,964,1727,6,13,,,,,,
1426.78,139,99,73,67,7.1,4,104,58,964,1727,6,13,,,,,,
1427.59,138,96,76,67,7.1,4,104,58,964,1727,6,13,,,,,,
1428.37,141,98,76,67,7.1,4,104,58,964,1727,6,13,,,,,,
1429.18,143,101,78,75,7.1,4,104,58,964,1727,6,13,,,,,,
1429.99,139,100,75,73,7.1,4,104,58,964,1727,6,13,,,,,,
1430.81,133,96,72,73,7.1,4,104,58,964,1727,6,13,,,,,,
1431.63,138,100,75,74,7.1,4,104,58,964,1727,6,13,,,,,,
1432.45,138,101,73,73,7.1,4,104,58,964,1727,6,14,,,,,,
1433.3,138,100,73,70,7.1,4,104,58,964,1727,6,14,,,,,,
1434.13,137,99,74,73,7.2,4,100,56,1030,1845,6,14,,,,,,
1434.96,135,97,71,72,7.2,4,100,56,1030,1845,6,14,,,,,,
1435.79,136,97,73,72,7.2,4,100,56,1030,1845,6,14,,,,,,
1436.57,138,98,74,76,7.2,4,100,56,1030,1845,6,14,,,,,,
1437.39,137,98,72,74,7.2,4,100,56,1030,1845,6,14,,,,,,
1438.15,135,99,76,79,7.2,4,100,56,1030,1845,6,14,,,,,,
1438.85,136,100,81,84,7.2,4,100,56,1030,1845,6,14,,,,,,
1439.55,133,97,76,87,7.2,4,100,56,1030,1845,6,14,,,,,,
1440.3,136,98,74,81,7.2,4,100,56,1030,1845,6,14,,,,,,
1441.11,136,97,73,73,7.2,4,100,56,1030,1845,6,14,,,,,,
1441.94,135,95,72,71,7.2,4,100,56,1030,1845,6,14,,,,,,
1442.77,133,92,70,73,7.2,4,100,56,1030,1845,7,14,,,,,,
1443.6,133,92,69,72,7.2,4,100,56,1030,1845,7,14,,,,,,
1444.43,134,94,68,72,7.2,4,100,56,1030,1845,7,14,,,,,,
1445.26,135,95,74,72,7.2,4,100,56,1030,1845,7,14,,,,,,
1446.07,136,96,73,75,7.2,4,100,56,1030,1845,7,14,,,,,,
1446.9,138,98,73,73,7.2,4,100,56,1030,1845,7,14,,,,,,
1447.72,138,100,77,71,7.2,4,100,56,1030,1845,7,14,,,,,,
1448.54,138,100,78,73,7.2,4,100,56,1030,1845,7,14,,,,,,
1449.4,136,99,74,71,7.2,4,100,56,1030,1845,7,14,,,,,,
1450.24,135,97,76,71,7.2,4,100,56,1030,1845,7,22,,,,,,
1451.07,136,97,74,71,7.2,4,100,56,1030,1845,6,22,,,,,,
1451.9,137,97,73,72,7.2,4,100,56,1030,1845,6,22,,,,,,
1452.74,138,98,76,72,7.2,4,100,56,1030,1845,6,22,,,,,,
1453.52,137,98,75,77,7.2,4,100,56,1030,1845,6,22,,,,,,
1454.28,136,97,72,79,7.2,4,96,54,1004,1799,6,22,,,,,,
1455.07,136,100,75,76,7.2,4,96,54,1004,1799,6,22,,,,,,
1455.89,135,99,74,73,7.2,4,96,54,1004,1799,6,22,,,,,,
1456.67,133,96,73,76,7.2,4,96,54,1004,1799,6,22,,,,,,
1457.48,133,97,71,75,7.2,4,96,54,1004,1799,6,22,,,,,,
1458.32,133,98,73,72,7.2,4,96,54,1004,1799,6,18,,,,,,
1459.15,137,100,75,72,7.2,4,96,54,1004,1799,6,18,,,,,,
1460.01,137,99,72,70,7.2,4,96,54,1004,1799,6,18,,,,,,
1460.88,135,95,72,68,7.2,4,96,54,1004,1799,6,18,,,,,,
1461.72,132,94,71,71,7.2,4,96,54,1004,1799,6,18,,,,,,
1462.55,134,94,70,73,7.2,4,96,54,1004,1799,6,18,,,,,,
1463.39,133,93,69,71,7.2,4,96,54,1004,1799,6,18,,,,,,
1464.21,131,91,70,73,7.2,4,96,54,1004,1799,6,18,,,,,,
1464.99,136,94,71,77,7.2,4,96,54,1004,1799,6,18,,,,,,
1465.78,136,97,74,76,7.2,4,96,54,1004,1799,6,18,,,,,,
1466.55,138,97,76,77,7.2,4,96,54,1004,1799,6,18,,,,,,
1467.28,136,98,76,83,7.2,4,96,54,1004,1799,6,18,,,,,,
1467.98,141,103,79,84,7.2,4,96,54,1004,1799,5,14,,,,,,
1468.74,142,104,78,81,7.2,4,96,54,1004,1799,5,14,,,,,,
1469.53,145,105,80,75,7.2,4,96,54,1004,1799,5,14,,,,,,
1470.36,141,101,77,72,7.2,4,96,54,1004,1799,5,14,,,,,,
1471.17,138,98,76,74,7.2,4,96,54,1004,1799,5,14,,,,,,
1471.99,136,96,73,73,7.2,4,96,54,1004,1799,5,14,,,,,,
1472.83,137,96,73,71,7.2,4,96,54,1004,1799,5,14,,,,,,
1473.68,136,94,73,71,7.2,4,96,54,1004,1799,5,14,,,,,,
1474.51,133,92,71,73,7.2,4,97,54,1005,1800,5,14,,,,,,
1475.35,134,92,68,71,7.2,4,97,54,1005,1800,5,14,,,,,,
1476.21,133,92,70,70,7.2,4,97,54,1005,1800,5,14,,,,,,
1477.04,129,88,67,72,7.2,4,97,54,1005,1800,5,14,,,,,,
1477.87,127,87,65,73,7.2,4,97,54,1005,1800,5,14,,,,,,
1478.7,128,88,65,71,7.2,4,97,54,1005,1800,5,14,,,,,,
1479.51,130,90,69,74,7.2,4,97,54,1005,1800,5,14,,,,,,
1480.32,130,91,68,75,7.2,4,97,54,1005,1800,5,14,,,,,,
1481.11,130,92,69,75,7.2,4,97,54,1005,1800,5,14,,,,,,
1481.9,132,93,71,76,7.2,4,97,54,1005,1800,5,14,,,,,,
1482.65,132,94,73,79,7.2,4,97,54,1005,1800,5,14,,,,,,
1483.39,126,92,71,81,7.2,4,97,54,1005,1800,5,14,,,,,,
1484.08,123,95,74,87,7.2,4,97,54,1005,1800,5,17,,,,,,
1484.74,132,99,78,92,7.2,4,97,54,1005,1800,5,17,,,,,,
1485.43,135,100,78,87,7.2,4,97,54,1005,1800,5,17,,,,,,
1486.18,135,99,74,80,7.2,4,97,54,1005,1800,5,17,,,,,,
1487,134,96,75,73,7.2,4,97,54,1005,1800,5,17,,,,,,
1487.82,130,90,71,72,7.2,4,97,54,1005,1800,5,17,,,,,,
1488.65,121,82,66,72,7.2,4,97,54,1005,1800,5,17,,,,,,
1489.47,116,78,62,73,7.2,4,97,54,1005,1800,5,17,,,,,,
1490.27,116,77,62,76,7.2,4,97,54,1005,1800,5,17,,,,,,
1491.03,118,79,62,79,7.2,4,97,54,1005,1800,7,17,,,,,,
1491.75,122,85,68,83,7.2,4,97,54,1005,1800,7,17,,,,,,
1492.44,128,95,75,87,7.2,4,97,54,1005,1800,7,17,,,,,,
1493.13,131,104,82,87,7.2,4,97,54,1005,1800,7,17,,,,,,
1493.84,133,109,87,84,7.2,4,97,54,1005,1800,7,17,,,,,,
1494.57,135,111,88,82,7,3.9,91,50,962,1724,7,17,,,,,,
1495.36,132,108,82,79,7,3.9,91,50,962,1724,7,17,,,,,,
1496.18,129,105,77,71,7,3.9,91,50,962,1724,7,17,,,,,,
1497.14,128,102,72,62,7,3.9,91,50,962,1724,7,17,,,,,,
1498.1,126,101,71,64,7,3.9,91,50,962,1724,7,17,,,,,,
1499.06,126,98,69,62,7,3.9,91,50,962,1724,7,17,,,,,,
1500.02,125,95,66,62,7,3.9,91,50,962,1724,7,17,,,,,,
1500.97,124,93,63,62,7,3.9,91,50,962,1724,7,17,,,,,,
1501.92,127,92,64,63,7,3.9,91,50,962,1724,7,17,,,,,,
1502.83,126,91,63,65,7,3.9,91,50,962,1724,7,17,,,,,,
1503.76,128,91,63,66,7,3.9,91,50,962,1724,7,17,,,,,,
1504.67,130,92,65,65,7,3.9,91,50,962,1724,7,17,,,,,,
1505.59,132,93,66,67,7,3.9,91,50,962,1724,7,17,,,,,,
1506.46,131,91,66,68,7,3.9,91,50,962,1724,7,17,,,,,,
1507.32,131,91,65,70,7,3.9,91,50,962,1724,7,17,,,,,,
1508.19,134,94,69,69,7,3.9,91,50,962,1724,7,20,,,,,,
1509.05,134,94,68,70,7,3.9,91,50,962,1724,7,20,,,,,,
1509.92,132,93,68,69,7,3.9,91,50,962,1724,7,20,,,,,,
1510.72,134,94,71,74,7,3.9,91,50,962,1724,7,20,,,,,,
1511.52,135,96,72,76,7,3.9,91,50,962,1724,7,20,,,,,,
1512.3,138,100,74,76,7,3.9,91,50,962,1724,7,20,,,,,,
1513.13,141,103,76,73,7,3.9,91,50,962,1724,7,20,,,,,,
1513.95,140,104,78,73,7,3.9,91,50,962,1724,7,20,,,,,,
1514.75,141,103,76,75,7.2,4,105,58,1002,1796,10,20,,,,,,
1515.57,138,102,74,73,7.2,4,105,58,1002,1796,10,20,,,,,,
1516.43,138,101,75,70,7.2,4,105,58,1002,1796,10,20,,,,,,
1517.26,136,99,73,72,7.2,4,105,58,1002,1796,10,20,,,,,,
1518.05,137,98,73,75,7.2,4,105,58,1002,1796,10,20,,,,,,
1518.87,134,97,71,75,7.2,4,105,58,1002,1796,10,17,,,,,,
1519.62,135,98,75,79,7.2,4,105,58,1002,1796,10,17,,,,,,
1520.33,135,95,75,83,7.2,4,105,58,1002,1796,10,17,,,,,,
1521.04,130,90,70,84,7.2,4,105,58,1002,1796,10,17,,,,,,
1521.75,130,88,68,86,7.2,4,105,58,1002,1796,10,17,,,,,,
1522.43,132,92,72,88,7.2,4,105,58,1002,1796,10,17,,,,,,
1523.11,137,97,73,87,7.2,4,105,58,1002,1796,5,17,,,,,,
1523.84,140,101,75,82,7.2,4,105,58,1002,1796,5,17,,,,,,
1524.62,141,101,77,78,7.2,4,105,58,1002,1796,5,17,,,,,,
1525.41,138,98,77,76,7.2,4,105,58,1002,1796,5,17,,,,,,
1526.18,135,96,74,79,7.2,4,105,58,1002,1796,5,17,,,,,,
1526.94,138,99,73,77,7.2,4,105,58,1002,1796,5,17,,,,,,
1527.75,140,102,78,75,7.2,4,105,58,1002,1796,5,17,,,,,,
1528.54,139,100,78,75,7.2,4,105,58,1002,1796,5,17,,,,,,
1529.29,134,95,72,82,7.2,4,105,58,1002,1796,5,17,,,,,,
1530.02,130,92,69,82,7.2,4,105,58,1002,1796,5,17,,,,,,
1530.75,133,91,67,81,7.2,4,105,58,1002,1796,5,17,,,,,,
1531.44,133,94,69,87,7.2,4,105,58,1002,1796,5,17,,,,,,
1532.12,137,99,73,88,7.2,4,105,58,1002,1796,5,17,,,,,,
1532.83,141,100,76,83,7.2,4,105,58,1002,1796,5,17,,,,,,
1533.57,139,96,74,82,7.2,4,105,58,1002,1796,5,17,,,,,,
1534.32,134,90,71,80,7.2,4,105,58,1002,1796,5,17,,,,,,
1535.09,131,88,65,78,7.6,4.3,96,53,935,1676,5,17,,,,,,
1535.87,130,87,64,77,7.6,4.3,96,53,935,1676,5,22,,,,,,
1536.67,132,89,67,75,7.6,4.3,96,53,935,1676,5,22,,,,,,
1537.44,130,88,69,79,7.6,4.3,96,53,935,1676,5,22,,,,,,
1538.17,131,91,68,80,7.6,4.3,96,53,935,1676,5,22,,,,,,
1538.92,134,94,72,80,7.6,4.3,96,53,935,1676,5,22,,,,,,
1539.68,135,96,75,80,7.6,4.3,96,53,935,1676,5,22,,,,,,
1540.41,132,96,74,81,7.6,4.3,96,53,935,1676,5,22,,,,,,
1541.16,134,98,72,80,7.6,4.3,96,53,935,1676,5,22,,,,,,
1541.94,136,100,74,78,7.6,4.3,96,53,935,1676,5,22,,,,,,
1542.73,136,99,75,76,7.6,4.3,96,53,935,1676,5,22,,,,,,
1543.49,133,96,71,79,7.6,4.3,96,53,935,1676,5,22,,,,,,
1544.27,135,97,71,76,7.6,4.3,96,53,935,1676,5,22,,,,,,
1545.04,137,99,74,79,7.6,4.3,96,53,935,1676,5,22,,,,,,
1545.76,136,98,75,83,7.6,4.3,96,53,935,1676,5,22,,,,,,
1546.43,132,95,75,88,7.6,4.3,96,53,935,1676,5,22,,,,,,
1547.09,135,97,74,92,7.6,4.3,96,53,935,1676,5,22,,,,,,
1547.77,139,99,76,87,7.6,4.3,96,53,935,1676,5,21,,,,,,
1548.48,140,100,77,84,7.6,4.3,96,53,935,1676,5,21,,,,,,
1549.23,137,95,74,80,7.6,4.3,96,53,935,1676,5,21,,,,,,
1549.97,132,90,70,82,7.6,4.3,96,53,935,1676,5,21,,,,,,
1550.68,132,91,69,84,7.6,4.3,96,53,935,1676,5,21,,,,,,
1551.4,136,96,73,83,7.6,4.3,96,53,935,1676,5,21,,,,,,
1552.12,139,99,77,83,7.6,4.3,96,53,935,1676,5,21,,,,,,
1552.83,139,100,79,84,7.6,4.3,96,53,935,1676,5,21,,,,,,
1553.51,136,97,79,88,7.6,4.3,96,53,935,1676,5,21,,,,,,
1554.17,139,101,78,90,7.6,4.3,96,53,935,1676,7,21,,,,,,
1554.87,141,106,81,87,7.6,4.3,96,53,935,1676,7,21,,,,,,
1555.6,145,106,83,81,7.4,4.1,90,50,971,1740,7,21,,,,,,
1556.34,144,103,83,82,7.4,4.1,90,50,971,1740,7,21,,,,,,
1557.05,136,98,78,84,7.4,4.1,90,50,971,1740,7,21,,,,,,
1557.71,136,96,79,90,7.4,4.1,90,50,971,1740,7,21,,,,,,
1557.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1558.42,136,96,79,90,7.4,4.1,90,50,971,1740,7,21,,,,,,
1559.15,136,96,79,82,7.4,4.1,90,50,971,1740,7,21,,,,,,
1559.92,136,96,79,78,7.4,4.1,90,50,971,1740,7,21,,,,,,
1560.7,136,96,79,77,7.4,4.1,90,50,971,1740,7,21,,,,,,
1561.47,136,96,79,78,7.4,4.1,90,50,971,1740,7,21,,,,,,
1562.25,148,115,84,90,7.4,4.1,90,50,971,1740,7,21,,,,,,
1563.04,146,103,84,90,7.4,4.1,90,50,971,1740,7,21,,,,,,
1563.79,142,100,79,79,7.4,4.1,90,50,971,1740,7,21,,,,,,
1564.55,142,100,77,80,7.4,4.1,90,50,971,1740,7,26,,,,,,
1565.32,137,98,76,77,7.4,4.1,90,50,971,1740,7,26,,,,,,
1566.08,132,97,74,79,7.4,4.1,90,50,971,1740,7,26,,,,,,
1566.84,138,102,78,79,7.4,4.1,90,50,971,1740,7,26,,,,,,
1567.61,141,105,81,78,7.4,4.1,90,50,971,1740,7,26,,,,,,
1568.4,142,105,82,76,7.4,4.1,90,50,971,1740,7,26,,,,,,
1569.18,142,104,81,77,7.4,4.1,90,50,971,1740,7,26,,,,,,
1569.98,140,102,78,75,7.4,4.1,90,50,971,1740,7,26,,,,,,
1570.79,142,101,80,74,7.4,4.1,90,50,971,1740,7,26,,,,,,
