Time [s],Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm],CO [l/min],CI [l/min/m^2],SV [ml],SI [ml/m^2],SVR [dyn*s/cm^5],SVRI [dyn*s*m^2/cm^5],PPV [%],SVV [%],NBP Sys [mmHg],NBP Dia [mmHg],Event,CO cal [l/min],Height Offset [cm],CVP [mmHg]
21.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
33.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
44.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
49.38,83,80,74,32,,,,,,,,,,,,,,
50.21,82,77,72,32,,,,,,,,,,,,,,
51.06,81,76,70,32,,,,,,,,,,,,,,
51.94,81,75,70,32,,,,,,,,,,,,,,
52.81,80,74,69,32,,,,,,,,,,,,,,
53.7,80,74,69,32,,,,,,,,,,,,,,
54.58,80,74,70,32,,,,,,,,,,,,,,
55.46,80,75,70,68,,,,,,,,,,,,,,
56.36,80,75,70,67,,,,,,,,,,,,,,
57.26,80,76,71,67,,,,,,,,,,,,,,
58.18,80,76,72,66,,,,,,,,,,,,,,
59.11,80,76,72,64,,,,,,,,,,,,,,
65.73,60,60,60,0,,,,,,,,,,,,,,
72.94,77,61,55,0,,,,,,,,,,,,,,
79.73,58,58,58,0,,,,,,,,,,,,,,
87.23,59,59,59,0,,,,,,,,,,,,,,
94.73,69,69,69,0,,,,,,,,,,,,,,
96.55,80,60,53,0,,,,,,,,,,,,,,
97.37,87,79,72,75,,,,,,,,,,,,,,
98.28,90,85,76,66,,,,,,,,,,,,,,
99.18,91,87,83,64,,,,,,,,,,,,,,
100.13,92,87,82,63,,,,,,,,,,,,,,
101.01,92,88,84,68,,,,,,,,,,,,,,
101.85,94,89,85,71,,,,,,,,,,,,,,
102.78,94,90,85,69,,,,,,,,,,,,,,
103.66,95,91,86,67,,,,,,,,,,,,,,
104.53,95,92,87,70,,,,,,,,,,,,,,
105.41,96,92,87,67,,,,,,,,,,,,,,
106.33,95,92,87,65,,,,,,,,,,,,,,
107.24,95,92,88,65,,,,,,,,,,,,,,
108.14,95,91,87,67,,,,,,,,,,,,,,
109.09,94,91,86,64,,,,,,,,,,,,,,
110.08,94,90,85,62,,,,,,,,,,,,,,
111.03,92,89,84,64,,,,,,,,,,,,,,
111.96,90,87,83,62,,,,,,,,,,,,,,
112.91,89,86,82,62,,,,,,,,,,,,,,
113.76,99,88,83,72,,,,,,,,,,,,,,
114.53,100,89,81,75,,,,,,,,,,,,,,
114.78,,,,,,,,,,,,,135,68,internal,,,
115.36,102,91,83,72,,,,,,,,,,,,,,
116.22,101,92,85,69,,,,,,,,,,,,,,
117.06,101,92,84,72,,,,,,,,,,,,,,
117.96,100,92,85,67,,,,,,,,,,,,,,
118.89,100,91,85,64,,,,,,,,,,,,,,
119.73,99,91,85,71,,,,,,,,,,,,,,
120.54,98,91,84,73,,,,,,,,,,,,,,
121.42,98,91,84,68,,,,,,,,,,,,,,
122.35,97,90,83,65,,,,,,,,,,,,,,
123.3,96,90,85,64,,,,,,,,,,,,,,
124.22,96,87,79,65,,,,,,,,,,,,,,
125.15,96,85,78,64,,,,,,,,,,,,,,
125.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
126.06,96,85,78,64,,,,,,,,,,,,,,
126.93,96,85,78,69,,,,,,,,,,,,,,
127.81,96,85,78,68,,,,,,,,,,,,,,
128.69,96,85,78,68,,,,,,,,,,,,,,
129.55,96,85,78,70,,,,,,,,,,,,,,
130.44,96,85,78,67,,,,,,,,,,,,,,
131.36,96,85,78,65,,,,,,,,,,,,,,
132.21,109,97,88,64,,,,,,,,,,,,,,
133.11,110,96,88,64,,,,,,,,,,,,,,
134.04,111,96,88,64,,,,,,,,,,,,,,
134.97,111,96,88,65,,,,,,,,,,,,,,
135.84,111,96,88,70,,,,,,,,,,,,,,
136.72,111,96,88,67,,,,,,,,,,,,,,
137.66,111,96,88,65,,,,,,,,,,,,,,
138.54,111,97,89,67,,,,,,,,,,,,,,
139.32,,,,,,,,,,,,,,,NBPcal,,,
139.43,136,93,68,67,,,,,,,,,,,,,,
140.35,133,94,70,65,,,,,,,,,,,,,,
141.19,131,99,76,71,,,,,,,,,,,,,,
142.07,132,100,74,68,,,,,,,,,,,,,,
143.02,130,97,73,63,,,,,,,,,,,,,,
143.97,126,94,72,63,,,,,,,,,,,,,,
144.87,127,94,72,66,,,,,,,,,,,,,,
145.84,127,92,67,62,,,,,,,,,,,,,,
146.82,126,89,66,61,,,,,,,,,,,,,,
147.73,121,87,67,67,,,,,,,,,,,,,,
148.56,124,90,70,71,,,,,,,,,,,,,,
149.41,123,93,72,70,,,,,,,,,,,,,,
150.31,124,95,72,67,,,,,,,,,,,,,,
151.25,124,94,71,64,,,,,,,35,,,,,,,
152.19,121,92,71,64,,,,,,,35,,,,,,,
153.13,120,89,69,64,,,,,,,35,,,,,,,
154.05,119,86,69,65,,,,,,,35,,,,,,,
154.91,116,86,70,70,,,,,,,35,,,,,,,
155.67,119,92,74,79,,,,,,,35,,,,,,,
156.45,120,97,77,78,,,,,,,35,,,,,,,
157.28,122,98,78,71,,,,,,,35,,,,,,,
158.19,122,94,74,66,,,,,,,35,,,,,,,
159.11,120,93,72,65,,,,,,,35,,,,,,,
160,119,93,76,67,5.9,3.3,88,49,1167,2090,35,,,,,,,
160.93,119,92,71,65,5.9,3.3,88,49,1167,2090,28,,,,,,,
161.85,118,90,72,65,5.9,3.3,88,49,1167,2090,28,,,,,,,
162.69,118,91,72,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
163.53,119,94,74,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
164.41,120,96,75,69,5.9,3.3,88,49,1167,2090,28,,,,,,,
165.33,120,96,76,65,5.9,3.3,88,49,1167,2090,28,,,,,,,
166.2,116,95,76,69,5.9,3.3,88,49,1167,2090,28,,,,,,,
167.04,116,94,75,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
167.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
167.95,116,94,75,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
168.93,116,94,75,61,5.9,3.3,88,49,1167,2090,28,,,,,,,
169.82,116,94,75,67,5.9,3.3,88,49,1167,2090,28,,,,,,,
170.69,116,94,75,69,5.9,3.3,88,49,1167,2090,28,,,,,,,
171.64,116,94,75,63,5.9,3.3,88,49,1167,2090,28,,,,,,,
172.55,116,94,75,66,5.9,3.3,88,49,1167,2090,28,,,,,,,
173.41,116,94,75,70,5.9,3.3,88,49,1167,2090,28,,,,,,,
174.28,128,99,74,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
175.22,131,96,79,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
176.1,128,96,79,71,5.9,3.3,88,49,1167,2090,28,,,,,,,
177,130,96,77,67,5.9,3.3,88,49,1167,2090,28,17,,,,,,
177.93,129,96,77,65,5.9,3.3,88,49,1167,2090,28,17,,,,,,
178.84,129,96,78,66,5.9,3.3,88,49,1167,2090,28,17,,,,,,
179.74,130,95,78,67,5.9,3.3,88,49,1167,2090,28,17,,,,,,
180.67,129,96,78,65,5.6,3.1,83,46,1239,2220,28,17,,,,,,
181.59,129,96,81,65,5.6,3.1,83,46,1239,2220,28,17,,,,,,
182.48,130,97,78,67,5.6,3.1,83,46,1239,2220,28,17,,,,,,
183.4,130,97,78,65,5.6,3.1,83,46,1239,2220,28,17,,,,,,
184.29,130,99,81,67,5.6,3.1,83,46,1239,2220,28,17,,,,,,
185.16,131,101,83,69,5.6,3.1,83,46,1239,2220,28,17,,,,,,
186.06,130,102,82,67,5.6,3.1,83,46,1239,2220,13,17,,,,,,
186.97,129,102,83,66,5.6,3.1,83,46,1239,2220,13,17,,,,,,
187.89,130,101,81,65,5.6,3.1,83,46,1239,2220,13,17,,,,,,
188.84,128,99,79,63,5.6,3.1,83,46,1239,2220,13,17,,,,,,
189.8,127,97,78,62,5.6,3.1,83,46,1239,2220,13,17,,,,,,
190.69,123,95,78,67,5.6,3.1,83,46,1239,2220,13,17,,,,,,
191.51,125,96,77,74,5.6,3.1,83,46,1239,2220,13,17,,,,,,
192.27,125,99,81,78,5.6,3.1,83,46,1239,2220,13,17,,,,,,
192.99,126,102,84,84,5.6,3.1,83,46,1239,2220,13,17,,,,,,
193.75,128,101,82,79,5.6,3.1,83,46,1239,2220,9,17,,,,,,
194.6,125,97,79,71,5.6,3.1,83,46,1239,2220,9,17,,,,,,
195.42,124,97,79,73,5.6,3.1,83,46,1239,2220,9,17,,,,,,
196.28,124,97,76,69,5.6,3.1,83,46,1239,2220,9,14,,,,,,
197.2,125,96,76,66,5.6,3.1,83,46,1239,2220,9,14,,,,,,
198.09,123,94,74,67,5.6,3.1,83,46,1239,2220,9,14,,,,,,
198.94,123,94,76,71,5.6,3.1,83,46,1239,2220,9,14,,,,,,
199.81,124,95,74,69,5.6,3.1,83,46,1239,2220,9,14,,,,,,
200.68,124,96,77,68,5.7,3.2,82,46,1274,2283,9,14,,,,,,
201.53,125,97,80,71,5.7,3.2,82,46,1274,2283,9,14,,,,,,
202.39,124,97,77,70,5.7,3.2,82,46,1274,2283,7,14,,,,,,
203.29,124,97,77,67,5.7,3.2,82,46,1274,2283,7,14,,,,,,
204.2,123,96,76,66,5.7,3.2,82,46,1274,2283,7,14,,,,,,
205.08,124,95,75,68,5.7,3.2,82,46,1274,2283,7,14,,,,,,
206,123,94,74,65,5.7,3.2,82,46,1274,2283,7,15,,,,,,
206.91,123,93,74,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
207.77,122,93,74,70,5.7,3.2,82,46,1274,2283,7,15,,,,,,
208.66,122,94,74,67,5.7,3.2,82,46,1274,2283,7,15,,,,,,
209.57,123,95,75,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
209.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
210.47,123,95,75,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
211.41,123,95,75,64,5.7,3.2,82,46,1274,2283,7,15,,,,,,
212.32,123,95,75,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
213.2,123,95,75,68,5.7,3.2,82,46,1274,2283,7,15,,,,,,
214.11,123,95,75,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
215.04,123,95,75,65,5.7,3.2,82,46,1274,2283,7,15,,,,,,
215.89,126,95,73,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
216.78,133,97,79,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
217.69,132,97,78,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
218.56,130,99,80,69,5.7,3.2,82,46,1274,2283,7,15,,,,,,
219.47,129,99,78,66,5.7,3.2,82,46,1274,2283,7,15,,,,,,
220.41,129,100,79,64,5.7,3.2,82,46,1274,2283,7,15,,,,,,
221.37,130,99,78,62,5.7,3.2,84,47,1258,2254,7,15,,,,,,
222.33,129,97,79,62,5.7,3.2,84,47,1258,2254,7,15,,,,,,
223.27,129,95,76,64,5.7,3.2,84,47,1258,2254,7,15,,,,,,
224.2,128,93,75,65,5.7,3.2,84,47,1258,2254,7,14,,,,,,
225.12,125,91,74,65,5.7,3.2,84,47,1258,2254,7,14,,,,,,
225.99,125,90,74,69,5.7,3.2,84,47,1258,2254,7,14,,,,,,
226.8,124,93,77,75,5.7,3.2,84,47,1258,2254,7,14,,,,,,
227.56,129,99,81,79,5.7,3.2,84,47,1258,2254,7,14,,,,,,
228.38,130,102,80,73,5.7,3.2,84,47,1258,2254,7,14,,,,,,
229.28,128,101,82,65,5.7,3.2,84,47,1258,2254,7,14,,,,,,
230.19,124,101,79,67,5.7,3.2,84,47,1258,2254,7,14,,,,,,
231.17,123,99,75,61,5.7,3.2,84,47,1258,2254,5,14,,,,,,
232.16,123,96,72,61,5.7,3.2,84,47,1258,2254,5,14,,,,,,
233.1,123,95,71,64,5.7,3.2,84,47,1258,2254,5,14,,,,,,
234.07,123,94,73,62,5.7,3.2,84,47,1258,2254,5,14,,,,,,
234.89,124,96,77,71,5.7,3.2,84,47,1258,2254,5,14,,,,,,
235.67,127,99,77,79,5.7,3.2,84,47,1258,2254,5,14,,,,,,
236.48,128,100,79,73,5.7,3.2,84,47,1258,2254,5,14,,,,,,
237.35,127,99,78,69,5.7,3.2,84,47,1258,2254,5,14,,,,,,
238.19,127,100,81,71,5.7,3.2,84,47,1258,2254,5,14,,,,,,
239.01,128,101,82,73,5.7,3.2,84,47,1258,2254,5,14,,,,,,
239.89,128,100,79,68,5.7,3.2,84,47,1258,2254,5,14,,,,,,
240.8,127,99,79,67,5.7,3.2,84,47,1258,2254,5,14,,,,,,
241.67,128,98,77,68,5.7,3.2,84,47,1255,2249,5,14,,,,,,
242.46,126,99,80,76,5.7,3.2,84,47,1255,2249,5,14,,,,,,
243.25,130,101,81,76,5.7,3.2,84,47,1255,2249,7,14,,,,,,
244.12,129,97,77,69,5.7,3.2,84,47,1255,2249,7,11,,,,,,
244.94,126,96,78,73,5.7,3.2,84,47,1255,2249,7,11,,,,,,
245.75,131,99,78,74,5.7,3.2,84,47,1255,2249,7,11,,,,,,
246.62,130,97,78,69,5.7,3.2,84,47,1255,2249,7,11,,,,,,
247.5,128,95,77,68,5.7,3.2,84,47,1255,2249,7,11,,,,,,
248.31,128,96,78,74,5.7,3.2,84,47,1255,2249,7,11,,,,,,
249.14,128,98,76,73,5.7,3.2,84,47,1255,2249,7,11,,,,,,
250,128,98,76,68,5.7,3.2,84,47,1255,2249,7,11,,,,,,
250.9,126,95,76,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
251.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
251.74,126,95,76,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
252.59,126,95,76,71,5.7,3.2,84,47,1255,2249,7,11,,,,,,
253.45,126,95,76,70,5.7,3.2,84,47,1255,2249,7,11,,,,,,
254.3,126,95,76,71,5.7,3.2,84,47,1255,2249,7,11,,,,,,
255.13,126,95,76,72,5.7,3.2,84,47,1255,2249,7,11,,,,,,
255.96,126,95,76,72,5.7,3.2,84,47,1255,2249,7,11,,,,,,
256.84,126,95,76,68,5.7,3.2,84,47,1255,2249,7,11,,,,,,
257.7,130,105,78,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
258.52,130,99,80,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
259.39,130,99,79,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
260.28,129,98,79,67,5.7,3.2,84,47,1255,2249,7,11,,,,,,
261.13,129,98,79,71,5.7,3.2,84,47,1255,2249,7,11,,,,,,
261.97,132,99,79,71,6,3.3,84,47,1205,2159,7,11,,,,,,
262.86,130,98,77,68,6,3.3,84,47,1205,2159,7,10,,,,,,
263.77,130,97,78,65,6,3.3,84,47,1205,2159,7,10,,,,,,
264.61,130,99,76,71,6,3.3,84,47,1205,2159,7,10,,,,,,
265.46,132,100,79,71,6,3.3,84,47,1205,2159,7,10,,,,,,
266.36,131,101,80,67,6,3.3,84,47,1205,2159,7,10,,,,,,
267.31,132,99,78,63,6,3.3,84,47,1205,2159,7,10,,,,,,
268.22,127,96,78,66,6,3.3,84,47,1205,2159,7,10,,,,,,
269.01,129,99,80,75,6,3.3,84,47,1205,2159,7,10,,,,,,
269.82,129,100,79,75,6,3.3,84,47,1205,2159,7,10,,,,,,
270.68,132,101,80,70,6,3.3,84,47,1205,2159,7,10,,,,,,
271.59,128,97,77,66,6,3.3,84,47,1205,2159,7,10,,,,,,
272.51,126,94,76,66,6,3.3,84,47,1205,2159,7,10,,,,,,
273.36,126,93,76,70,6,3.3,84,47,1205,2159,7,10,,,,,,
274.17,127,95,77,74,6,3.3,84,47,1205,2159,7,10,,,,,,
275.03,127,96,76,71,6,3.3,84,47,1205,2159,6,14,,,,,,
275.9,127,97,77,68,6,3.3,84,47,1205,2159,6,14,,,,,,
276.8,125,96,78,67,6,3.3,84,47,1205,2159,6,14,,,,,,
277.66,126,97,79,70,6,3.3,84,47,1205,2159,6,14,,,,,,
278.56,125,97,77,67,6,3.3,84,47,1205,2159,6,14,,,,,,
279.45,125,98,80,67,6,3.3,84,47,1205,2159,6,14,,,,,,
280.31,125,98,80,70,6,3.3,84,47,1205,2159,6,14,,,,,,
281.2,125,97,78,67,6,3.3,84,47,1205,2159,6,14,,,,,,
282.11,126,97,78,67,5.8,3.2,85,47,1241,2223,6,14,,,,,,
282.98,127,97,80,68,5.8,3.2,85,47,1241,2223,6,14,,,,,,
283.87,126,96,77,67,5.8,3.2,85,47,1241,2223,6,14,,,,,,
284.77,125,96,77,67,5.8,3.2,85,47,1241,2223,6,14,,,,,,
285.63,127,97,80,69,5.8,3.2,85,47,1241,2223,6,14,,,,,,
286.5,126,96,77,69,5.8,3.2,85,47,1241,2223,7,14,,,,,,
287.39,126,96,78,67,5.8,3.2,85,47,1241,2223,7,15,,,,,,
288.25,128,97,81,70,5.8,3.2,85,47,1241,2223,7,15,,,,,,
289.12,128,98,79,69,5.8,3.2,85,47,1241,2223,7,15,,,,,,
289.96,126,98,80,71,5.8,3.2,85,47,1241,2223,7,15,,,,,,
290.73,129,100,84,79,5.8,3.2,85,47,1241,2223,7,15,,,,,,
291.48,129,101,81,79,5.8,3.2,85,47,1241,2223,7,15,,,,,,
292.27,127,101,84,76,5.8,3.2,85,47,1241,2223,7,15,,,,,,
293.06,130,102,84,76,5.8,3.2,85,47,1241,2223,6,15,,,,,,
293.88,128,100,80,73,5.8,3.2,85,47,1241,2223,6,15,,,,,,
294.76,126,97,77,68,5.8,3.2,85,47,1241,2223,6,14,,,,,,
295.65,124,94,76,67,5.8,3.2,85,47,1241,2223,6,14,,,,,,
296.49,123,93,74,71,5.8,3.2,85,47,1241,2223,6,14,,,,,,
297.36,123,92,73,69,5.8,3.2,85,47,1241,2223,6,14,,,,,,
298.23,125,92,75,70,5.8,3.2,85,47,1241,2223,6,14,,,,,,
299.05,122,92,77,72,5.8,3.2,85,47,1241,2223,6,14,,,,,,
299.86,125,94,76,75,5.8,3.2,85,47,1241,2223,6,14,,,,,,
300.67,124,95,77,73,5.8,3.2,85,47,1241,2223,6,14,,,,,,
301.45,126,98,81,77,5.8,3.2,85,47,1241,2223,6,14,,,,,,
302.25,128,99,81,75,5.9,3.3,82,46,1221,2188,8,14,,,,,,
303.07,127,100,82,73,5.9,3.3,82,46,1221,2188,8,16,,,,,,
303.9,126,99,81,72,5.9,3.3,82,46,1221,2188,8,16,,,,,,
304.72,125,98,79,73,5.9,3.3,82,46,1221,2188,8,16,,,,,,
305.59,126,98,78,69,5.9,3.3,82,46,1221,2188,8,16,,,,,,
306.47,126,99,80,68,5.9,3.3,82,46,1221,2188,8,16,,,,,,
307.33,126,98,79,70,5.9,3.3,82,46,1221,2188,8,16,,,,,,
308.22,125,96,76,67,5.9,3.3,82,46,1221,2188,8,16,,,,,,
309.07,126,97,78,71,5.9,3.3,82,46,1221,2188,8,16,,,,,,
309.89,126,99,80,74,5.9,3.3,82,46,1221,2188,8,16,,,,,,
310.71,127,101,80,72,5.9,3.3,82,46,1221,2188,6,15,,,,,,
311.57,128,104,84,70,5.9,3.3,82,46,1221,2188,6,15,,,,,,
312.42,129,104,84,71,5.9,3.3,82,46,1221,2188,6,15,,,,,,
313.32,126,101,80,66,5.9,3.3,82,46,1221,2188,6,15,,,Optimize Signal Quality,,,
313.33,126,101,80,66,5.9,3.3,82,46,1221,2188,6,15,,,,,,
314.26,126,101,80,65,5.9,3.3,82,46,1221,2188,6,15,,,,,,
315.15,126,101,80,67,5.9,3.3,82,46,1221,2188,6,15,,,,,,
316.07,126,101,80,65,5.9,3.3,82,46,1221,2188,6,15,,,,,,
317.01,126,101,80,64,5.9,3.3,82,46,1221,2188,6,15,,,,,,
317.88,126,101,80,69,5.9,3.3,82,46,1221,2188,6,15,,,,,,
318.78,126,101,80,67,5.9,3.3,82,46,1221,2188,6,15,,,,,,
319.69,137,111,84,66,5.9,3.3,82,46,1221,2188,6,15,,,,,,
320.58,136,103,88,66,5.9,3.3,82,46,1221,2188,6,15,,,,,,
321.43,138,104,88,66,5.9,3.3,82,46,1221,2188,6,15,,,,,,
322.29,140,106,89,69,5.7,3.2,81,45,1296,2321,6,15,,,,,,
323.19,139,106,87,67,5.7,3.2,81,45,1296,2321,6,15,,,,,,
324.07,138,106,89,68,5.7,3.2,81,45,1296,2321,6,15,,,,,,
324.94,140,107,89,70,5.7,3.2,81,45,1296,2321,6,15,,,,,,
325.85,138,105,87,65,5.7,3.2,81,45,1296,2321,6,15,,,,,,
326.77,139,105,87,66,5.7,3.2,81,45,1296,2321,6,15,,,,,,
327.71,136,103,87,63,5.7,3.2,81,45,1296,2321,6,15,,,,,,
328.63,136,102,85,66,5.7,3.2,81,45,1296,2321,6,15,,,,,,
329.54,138,103,85,67,5.7,3.2,81,45,1296,2321,6,15,,,,,,
330.43,135,102,88,67,5.7,3.2,81,45,1296,2321,6,15,,,,,,
331.25,138,107,91,73,5.7,3.2,81,45,1296,2321,6,15,,,,,,
332.11,141,109,91,70,5.7,3.2,81,45,1296,2321,6,13,,,,,,
333.02,141,109,91,65,5.7,3.2,81,45,1296,2321,6,13,,,,,,
333.91,139,108,91,67,5.7,3.2,81,45,1296,2321,6,13,,,,,,
334.83,140,107,89,65,5.7,3.2,81,45,1296,2321,8,13,,,,,,
335.8,137,105,88,62,5.7,3.2,81,45,1296,2321,8,13,,,,,,
336.75,137,103,87,63,5.7,3.2,81,45,1296,2321,8,13,,,,,,
337.66,134,101,87,66,5.7,3.2,81,45,1296,2321,8,13,,,,,,
338.52,137,102,87,69,5.7,3.2,81,45,1296,2321,8,13,,,,,,
339.4,136,104,87,68,5.7,3.2,81,45,1296,2321,8,12,,,,,,
340.3,138,105,89,67,5.7,3.2,81,45,1296,2321,8,12,,,,,,
341.13,139,107,91,72,5.7,3.2,81,45,1296,2321,8,12,,,,,,
341.96,139,108,89,72,5.7,3.2,81,45,1296,2321,5,12,,,,,,
342.82,140,111,91,71,5.5,3.1,82,46,1434,2568,5,12,,,,,,
343.68,141,112,95,69,5.5,3.1,82,46,1434,2568,5,12,,,,,,
344.49,140,113,94,75,5.5,3.1,82,46,1434,2568,5,12,,,,,,
345.39,141,112,91,66,5.5,3.1,82,46,1434,2568,5,12,,,,,,
346.39,138,110,89,61,5.5,3.1,82,46,1434,2568,5,12,,,,,,
347.34,136,106,88,63,5.5,3.1,82,46,1434,2568,5,12,,,,,,
348.22,136,105,88,67,5.5,3.1,82,46,1434,2568,5,12,,,,,,
349.14,136,105,86,65,5.5,3.1,82,46,1434,2568,5,14,,,,,,
350.12,136,103,85,62,5.5,3.1,82,46,1434,2568,5,14,,,,,,
351.09,133,100,82,61,5.5,3.1,82,46,1434,2568,5,14,,,,,,
352.03,133,98,81,65,5.5,3.1,82,46,1434,2568,5,14,,,,,,
352.94,131,98,84,65,5.5,3.1,82,46,1434,2568,5,14,,,,,,
353.76,133,100,84,74,5.5,3.1,82,46,1434,2568,6,14,,,,,,
354.58,136,103,86,72,5.5,3.1,82,46,1434,2568,6,14,,,,,,
355.46,137,105,87,68,5.5,3.1,82,46,1434,2568,6,14,,,,,,
356.37,136,105,88,66,5.5,3.1,82,46,1434,2568,6,14,,,,,,
357.28,136,104,86,66,5.5,3.1,82,46,1434,2568,6,14,,,,,,
358.21,134,102,85,66,5.5,3.1,82,46,1434,2568,6,14,,,,,,
359.05,135,103,86,70,5.5,3.1,82,46,1434,2568,6,14,,,,,,
359.9,136,104,86,71,5.5,3.1,82,46,1434,2568,6,14,,,,,,
360.79,137,104,86,67,5.5,3.1,82,46,1434,2568,6,17,,,,,,
361.64,135,104,87,71,5.5,3.1,82,46,1434,2568,6,17,,,,,,
362.43,132,102,87,76,5.5,3.1,82,46,1434,2568,6,17,,,,,,
363.2,133,103,85,78,5.6,3.1,82,46,1389,2489,5,17,,,,,,
363.93,133,105,87,83,5.6,3.1,82,46,1389,2489,5,17,,,,,,
364.63,136,108,91,86,5.6,3.1,82,46,1389,2489,5,17,,,,,,
365.36,136,105,89,81,5.6,3.1,82,46,1389,2489,5,17,,,,,,
366.1,133,103,89,81,5.6,3.1,82,46,1389,2489,5,17,,,,,,
366.85,135,105,88,81,5.6,3.1,82,46,1389,2489,5,17,,,,,,
367.65,136,103,86,75,5.6,3.1,82,46,1389,2489,5,17,,,,,,
368.47,134,102,86,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
368.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
369.29,134,102,86,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
370.08,134,102,86,76,5.6,3.1,82,46,1389,2489,5,17,,,,,,
370.91,134,102,86,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
371.72,134,102,86,74,5.6,3.1,82,46,1389,2489,5,17,,,,,,
372.51,134,102,86,76,5.6,3.1,82,46,1389,2489,5,17,,,,,,
373.34,134,102,86,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
374.15,132,99,84,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
374.95,132,100,83,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
375.75,132,102,84,72,5.6,3.1,82,46,1389,2489,5,17,,,,,,
